2011;1.2;-0.1;-0.1;35739;16648
2012;1.2;0.1;-0.1;33959;16029
2013;1.1;0;-0.3;31494;16319
2014;0.9;-0.2;-0.4;29663;17357
2015;1;-0.1;-0.4;31957;19052
2016;1.5;0.1;-0.3;35659;20830
2017;1.9;0.3;0;41529;25832
2018;2.3;0.6;0.2;49724;32720
2019;1.7;0.6;0.3;55014;36990
2020;1.1;0.5;0.1;53302;35782
2021;1.4;0.6;0.3;47210;33555
2022;1.4;0.8;0.6;44931;34735
2023;1.1;0.7;0.6;42635;34441
